Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","1995","1995","1000 US$","13359792","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","1996","1996","1000 US$","14312713","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","1997","1997","1000 US$","16006178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","1998","1998","1000 US$","15219987","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","1999","1999","1000 US$","13827088","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2000","2000","1000 US$","12764162","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2001","2001","1000 US$","16064380","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2002","2002","1000 US$","16731017","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2003","2003","1000 US$","20918463","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2004","2004","1000 US$","27219461","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2005","2005","1000 US$","30807734","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2006","2006","1000 US$","34687266","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2007","2007","1000 US$","42822838","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2008","2008","1000 US$","57703471","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2009","2009","1000 US$","52958750","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2010","2010","1000 US$","64061250","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2011","2011","1000 US$","81278500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2012","2012","1000 US$","80099485","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2013","2013","1000 US$","83951348","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2014","2014","1000 US$","80874082","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2015","2015","1000 US$","72714293","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2016","2016","1000 US$","69622293","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2017","2017","1000 US$","79461740","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2018","2018","1000 US$","82868420","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","21","Brazil","5922","Export Value","1882","Agricultural Products","2019","2019","1000 US$","79504077","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1961","1961","1000 US$","60775","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1962","1962","1000 US$","57955","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1963","1963","1000 US$","90282","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1964","1964","1000 US$","95134","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1965","1965","1000 US$","97347","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1966","1966","1000 US$","67969","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1967","1967","1000 US$","78274","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1968","1968","1000 US$","84365","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1969","1969","1000 US$","60745","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1970","1970","1000 US$","35093","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1971","1971","1000 US$","12269","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1972","1972","1000 US$","11718","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1973","1973","1000 US$","13316","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1974","1974","1000 US$","24281","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1975","1975","1000 US$","6000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1976","1976","1000 US$","14700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1977","1977","1000 US$","11500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1978","1978","1000 US$","14000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1979","1979","1000 US$","2494","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1980","1980","1000 US$","766","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1981","1981","1000 US$","13152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1982","1982","1000 US$","4994","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1983","1983","1000 US$","10318","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1984","1984","1000 US$","11795","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1985","1985","1000 US$","15264","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1986","1986","1000 US$","27717","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1987","1987","1000 US$","35092","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1988","1988","1000 US$","43888","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1989","1989","1000 US$","50571","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1990","1990","1000 US$","37661","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1991","1991","1000 US$","35150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1992","1992","1000 US$","15900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1993","1993","1000 US$","12890","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1994","1994","1000 US$","23784","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1995","1995","1000 US$","38180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1996","1996","1000 US$","37970","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1997","1997","1000 US$","44960","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1998","1998","1000 US$","26725","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","1999","1999","1000 US$","44174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2000","2000","1000 US$","19748","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2001","2001","1000 US$","34695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2002","2002","1000 US$","36411","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2003","2003","1000 US$","41986","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2004","2004","1000 US$","56676","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2005","2005","1000 US$","38131","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2006","2006","1000 US$","60007","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2007","2007","1000 US$","68174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2008","2008","1000 US$","73835","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2009","2009","1000 US$","70972","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2010","2010","1000 US$","187973","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2011","2011","1000 US$","375984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2012","2012","1000 US$","392728","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2013","2013","1000 US$","581517","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2014","2014","1000 US$","503905","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2015","2015","1000 US$","587018","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2016","2016","1000 US$","628128","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2017","2017","1000 US$","1064792","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2018","2018","1000 US$","948965","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","115","Cambodia","5922","Export Value","1882","Agricultural Products","2019","2019","1000 US$","926024","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1961","1961","1000 US$","388358","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1962","1962","1000 US$","414248","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1963","1963","1000 US$","462008","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1964","1964","1000 US$","548704","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1965","1965","1000 US$","625593","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1966","1966","1000 US$","685052","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1967","1967","1000 US$","808005","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1968","1968","1000 US$","942036","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1969","1969","1000 US$","1122277","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1970","1970","1000 US$","1362713","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1971","1971","1000 US$","1643462","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1972","1972","1000 US$","2072440","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1973","1973","1000 US$","3372798","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1974","1974","1000 US$","4317105","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1975","1975","1000 US$","4736481","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1976","1976","1000 US$","5093733","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1977","1977","1000 US$","6508770","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1978","1978","1000 US$","7595068","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1979","1979","1000 US$","9438926","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1980","1980","1000 US$","11022151","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1981","1981","1000 US$","11132776","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1982","1982","1000 US$","10495822","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1983","1983","1000 US$","9950124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1984","1984","1000 US$","10205239","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1985","1985","1000 US$","10520877","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1986","1986","1000 US$","13627135","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1987","1987","1000 US$","15643061","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1988","1988","1000 US$","17443164","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1989","1989","1000 US$","18009432","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1990","1990","1000 US$","20375218","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1991","1991","1000 US$","21917644","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1992","1992","1000 US$","24174882","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1993","1993","1000 US$","21318673","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1994","1994","1000 US$","23485737","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1995","1995","1000 US$","24682154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1996","1996","1000 US$","26457569","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1997","1997","1000 US$","24583891","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1998","1998","1000 US$","25276308","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","1999","1999","1000 US$","23776677","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2000","2000","1000 US$","24146269","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2001","2001","1000 US$","24369555","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2002","2002","1000 US$","26352875","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2003","2003","1000 US$","32845942","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2004","2004","1000 US$","39236315","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2005","2005","1000 US$","42450490","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2006","2006","1000 US$","47366651","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2007","2007","1000 US$","57512258","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2008","2008","1000 US$","70845168","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2009","2009","1000 US$","63558240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2010","2010","1000 US$","66693202","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2011","2011","1000 US$","80230545","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TP","Crops and livestock products","79","Germany","5922","Export Value","1882","Agricultural Products","2012","2012","1000 US$","79166454","A","Aggregate, may include official, semi-official, estimated or calculated data"
