Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1991","1991","index","40.79","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1992","1992","index","43.06","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1993","1993","index","43.21","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1994","1994","index","46.36","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1995","1995","index","48.92","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1996","1996","index","48.67","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1997","1997","index","50.61","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1998","1998","index","51.52","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1999","1999","index","55.31","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2000","2000","index","57.05","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2001","2001","index","59.88","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2002","2002","index","63.78","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2003","2003","index","68.13","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2004","2004","index","71.82","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2005","2005","index","72.19","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2006","2006","index","75.65","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2007","2007","index","80.79","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2008","2008","index","85.79","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2009","2009","index","84.36","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2010","2010","index","89.11","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2011","2011","index","93.33","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2012","2012","index","92.25","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2013","2013","index","97.71","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2014","2014","index","99.34","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2015","2015","index","101.65","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2016","2016","index","99.01","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2017","2017","index","106.91","Fc","Calculated data"
"QI","Production Indices","21","Brazil","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2018","2018","index","108.02","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1961","1961","index","22.08","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1962","1962","index","19.9","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1963","1963","index","23.93","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1964","1964","index","25.29","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1965","1965","index","23.66","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1966","1966","index","23.11","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1967","1967","index","24.55","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1968","1968","index","29.57","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1969","1969","index","25.54","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1970","1970","index","32.27","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1971","1971","index","25.22","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1972","1972","index","20.1","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1973","1973","index","14.69","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1974","1974","index","11.94","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1975","1975","index","13.72","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1976","1976","index","13.71","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1977","1977","index","12.73","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1978","1978","index","11.88","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1979","1979","index","8.53","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1980","1980","index","15.18","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1981","1981","index","14.58","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1982","1982","index","18.2","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1983","1983","index","19.47","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1984","1984","index","15.15","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1985","1985","index","19.39","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1986","1986","index","21.52","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1987","1987","index","20.35","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1988","1988","index","25.48","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1989","1989","index","26.52","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1990","1990","index","25.71","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1991","1991","index","25.71","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1992","1992","index","25.98","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1993","1993","index","26.83","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1994","1994","index","26.17","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1995","1995","index","33.45","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1996","1996","index","33.68","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1997","1997","index","34.44","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1998","1998","index","34.93","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1999","1999","index","38.95","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2000","2000","index","39.94","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2001","2001","index","40.33","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2002","2002","index","38.49","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2003","2003","index","45.64","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2004","2004","index","43.32","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2005","2005","index","56.16","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2006","2006","index","61.01","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2007","2007","index","63.94","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2008","2008","index","69.83","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2009","2009","index","73.19","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2010","2010","index","78.84","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2011","2011","index","90.36","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2012","2012","index","93.55","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2013","2013","index","94.38","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2014","2014","index","95.14","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2015","2015","index","99.01","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2016","2016","index","105.84","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2017","2017","index","112.49","Fc","Calculated data"
"QI","Production Indices","115","Cambodia","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2018","2018","index","117.89","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1961","1961","index","72.02","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1962","1962","index","78.97","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1963","1963","index","82.41","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1964","1964","index","80.79","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1965","1965","index","77.9","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1966","1966","index","81.9","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1967","1967","index","88.23","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1968","1968","index","88.85","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1969","1969","index","85.3","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1970","1970","index","88.4","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1971","1971","index","88.06","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1972","1972","index","87.82","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1973","1973","index","89.38","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1974","1974","index","92.31","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1975","1975","index","88.97","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1976","1976","index","86.66","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1977","1977","index","90.94","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1978","1978","index","94.69","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1979","1979","index","96.41","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1980","1980","index","95.01","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1981","1981","index","94.7","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1982","1982","index","99.36","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1983","1983","index","96.57","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1984","1984","index","103.08","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1985","1985","index","103.37","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1986","1986","index","106.92","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1987","1987","index","103.22","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1988","1988","index","103.54","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1989","1989","index","102.65","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1990","1990","index","100.35","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1991","1991","index","92.16","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1992","1992","index","87.34","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1993","1993","index","86.27","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1994","1994","index","83.37","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1995","1995","index","85.83","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1996","1996","index","87.96","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1997","1997","index","88.58","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1998","1998","index","90","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","1999","1999","index","92.68","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2000","2000","index","93.73","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2001","2001","index","94.18","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2002","2002","index","90.03","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2003","2003","index","86.16","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2004","2004","index","95.67","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2005","2005","index","92.17","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2006","2006","index","90.15","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2007","2007","index","91.83","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2008","2008","index","96.42","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2009","2009","index","98.32","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2010","2010","index","94.57","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2011","2011","index","95.23","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2012","2012","index","96.15","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2013","2013","index","97.1","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2014","2014","index","102.96","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2015","2015","index","99.27","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2016","2016","index","97.77","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2017","2017","index","97.51","Fc","Calculated data"
"QI","Production Indices","79","Germany","432","Gross Production Index Number (2014-2016 = 100)","2051","Agriculture","2018","2018","index","91.47","Fc","Calculated data"
