Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1985","1985","1000 Head","470088","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1986","1986","1000 Head","495640","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1987","1987","1000 Head","514550","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1988","1988","1000 Head","510099","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1989","1989","1000 Head","531219","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1990","1990","1000 Head","546235","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1991","1991","1000 Head","594392","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1992","1992","1000 Head","639625","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1993","1993","1000 Head","654167","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1994","1994","1000 Head","681088","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1995","1995","1000 Head","729531","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1996","1996","1000 Head","728087","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1997","1997","1000 Head","760622","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1998","1998","1000 Head","765222","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","1999","1999","1000 Head","804575","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2000","2000","1000 Head","842741","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2001","2001","1000 Head","882888","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2002","2002","1000 Head","884145","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2003","2003","1000 Head","921323","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2004","2004","1000 Head","944298","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2005","2005","1000 Head","999041","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2006","2006","1000 Head","1011516","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2007","2007","1000 Head","1127658","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2008","2008","1000 Head","1198704","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2009","2009","1000 Head","1230087","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2010","2010","1000 Head","1238913","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2011","2011","1000 Head","1268209","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2012","2012","1000 Head","1245269","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2013","2013","1000 Head","1246638","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2014","2014","1000 Head","1320749","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2015","2015","1000 Head","1326453","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2016","2016","1000 Head","1347626","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2017","2017","1000 Head","1426659","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2018","2018","1000 Head","1465616","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1057","Chickens","2019","2019","1000 Head","1466556","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1961","1961","1000 Head","2684","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1962","1962","1000 Head","2864","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1963","1963","1000 Head","3042","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1964","1964","1000 Head","3178","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1965","1965","1000 Head","3313","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1966","1966","1000 Head","3590","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1967","1967","1000 Head","3622","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1968","1968","1000 Head","3676","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1969","1969","1000 Head","3720","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1970","1970","1000 Head","3776","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1971","1971","1000 Head","3798","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1972","1972","1000 Head","3900","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1973","1973","1000 Head","4200","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1974","1974","1000 Head","4534","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1975","1975","1000 Head","4815","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1976","1976","1000 Head","4367","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1977","1977","1000 Head","4357","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1978","1978","1000 Head","4347","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1979","1979","1000 Head","4687","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1980","1980","1000 Head","4887","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1981","1981","1000 Head","5336","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1982","1982","1000 Head","5659","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1983","1983","1000 Head","5581","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1984","1984","1000 Head","5869","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1985","1985","1000 Head","5783","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1986","1986","1000 Head","5720","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1987","1987","1000 Head","5769","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1988","1988","1000 Head","5888","","Official data"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1989","1989","1000 Head","6000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1990","1990","1000 Head","6100","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1991","1991","1000 Head","9500","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1992","1992","1000 Head","8500","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1993","1993","1000 Head","10000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1994","1994","1000 Head","11700","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1995","1995","1000 Head","6400","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1996","1996","1000 Head","4300","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1997","1997","1000 Head","4300","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1998","1998","1000 Head","4000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","1999","1999","1000 Head","3750","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2000","2000","1000 Head","3400","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2001","2001","1000 Head","3400","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2002","2002","1000 Head","3500","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2003","2003","1000 Head","3550","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2004","2004","1000 Head","3550","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2005","2005","1000 Head","3550","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2006","2006","1000 Head","3600","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2007","2007","1000 Head","3600","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2008","2008","1000 Head","3600","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2009","2009","1000 Head","3700","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2010","2010","1000 Head","3700","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2011","2011","1000 Head","3750","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2012","2012","1000 Head","3800","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2013","2013","1000 Head","3800","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2014","2014","1000 Head","3850","F","FAO estimate"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2015","2015","1000 Head","3657","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2016","2016","1000 Head","3383","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2017","2017","1000 Head","3493","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2018","2018","1000 Head","3455","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5112","Stocks","1068","Ducks","2019","2019","1000 Head","3416","Im","FAO data based on imputation methodology"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1961","1961","Head","4900000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1962","1962","Head","5000000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1963","1963","Head","5200000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1964","1964","Head","5400000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1965","1965","Head","5500000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1966","1966","Head","5573000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1967","1967","Head","5445000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1968","1968","Head","5604000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1969","1969","Head","5793000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1970","1970","Head","5723000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1971","1971","Head","5708993","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1972","1972","Head","6000000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1973","1973","Head","6394000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1974","1974","Head","7171000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1975","1975","Head","7101000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1976","1976","Head","7485000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1977","1977","Head","7424000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1978","1978","Head","7665000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1979","1979","Head","8070000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1980","1980","Head","8326000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1981","1981","Head","8865000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1982","1982","Head","9036746","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1983","1983","Head","8935792","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1984","1984","Head","9674637","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1985","1985","Head","10020101","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1986","1986","Head","10595292","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1987","1987","Head","10791865","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1988","1988","Head","11312713","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1989","1989","Head","11669018","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1990","1990","Head","11894587","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1991","1991","Head","12172146","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1992","1992","Head","12159564","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1993","1993","Head","10618531","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1994","1994","Head","10879286","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1995","1995","Head","11271653","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1996","1996","Head","7436454","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1997","1997","Head","7968169","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1998","1998","Head","8164153","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","1999","1999","Head","8622935","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2000","2000","Head","9346813","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2001","2001","Head","9537439","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2002","2002","Head","9429122","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2003","2003","Head","9581653","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2004","2004","Head","10046888","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2005","2005","Head","10306722","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2006","2006","Head","10401449","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2007","2007","Head","9450312","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2008","2008","Head","9355014","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2009","2009","Head","9163560","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2010","2010","Head","9312784","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2011","2011","Head","9386316","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2012","2012","Head","8646463","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2013","2013","Head","8779213","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2014","2014","Head","8851879","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2015","2015","Head","9620877","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2016","2016","Head","9817007","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2017","2017","Head","10257806","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2018","2018","Head","10731694","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1016","Goats","2019","2019","Head","11301481","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1961","1961","Head","4409000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1962","1962","Head","4463000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1963","1963","Head","4633000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1964","1964","Head","4745000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1965","1965","Head","4915000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1966","1966","Head","4980000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1967","1967","Head","4880000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1968","1968","Head","4924000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1969","1969","Head","4875000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1970","1970","Head","4850000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1971","1971","Head","4859254","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1972","1972","Head","4910000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1973","1973","Head","5105000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1974","1974","Head","5217000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1975","1975","Head","5507000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1976","1976","Head","5157000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1977","1977","Head","4934000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1978","1978","Head","4853000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1979","1979","Head","4928000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1980","1980","Head","5055000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1981","1981","Head","5227000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1982","1982","Head","5259708","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1983","1983","Head","5288762","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1984","1984","Head","5442283","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1985","1985","Head","5549995","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1986","1986","Head","5735208","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1987","1987","Head","5855273","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1988","1988","Head","5971494","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1989","1989","Head","6097785","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1990","1990","Head","6121515","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1991","1991","Head","6236607","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1992","1992","Head","6329213","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1993","1993","Head","6314130","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1994","1994","Head","6355725","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1995","1995","Head","6394145","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1996","1996","Head","5705096","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1997","1997","Head","5831533","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1998","1998","Head","5866780","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","1999","1999","Head","5831341","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2000","2000","Head","5831817","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2001","2001","Head","5801055","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2002","2002","Head","5774493","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2003","2003","Head","5828376","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2004","2004","Head","5787250","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2005","2005","Head","5787249","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2006","2006","Head","5749117","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2007","2007","Head","5602053","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2008","2008","Head","5542182","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2009","2009","Head","5496817","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2010","2010","Head","5514253","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2011","2011","Head","5510601","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2012","2012","Head","5363185","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2013","2013","Head","5312076","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2014","2014","Head","5450601","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2015","2015","Head","5551288","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2016","2016","Head","5576136","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2017","2017","Head","5512009","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2018","2018","Head","5751262","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1096","Horses","2019","2019","Head","5850154","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1961","1961","Head","1388000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1962","1962","Head","1430000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1963","1963","Head","1503000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1964","1964","Head","1559000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1965","1965","Head","1615000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1966","1966","Head","1651000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1967","1967","Head","1613000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1968","1968","Head","1633000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1969","1969","Head","1642000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1970","1970","Head","1631000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1971","1971","Head","1619340","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1972","1972","Head","1680000","F","FAO estimate"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1973","1973","Head","1702000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1974","1974","Head","1755000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1975","1975","Head","1822000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1976","1976","Head","1631000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1977","1977","Head","1514000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1978","1978","Head","1488000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1979","1979","Head","1586000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1980","1980","Head","1605000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1981","1981","Head","1750000","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1982","1982","Head","1829320","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1983","1983","Head","1835523","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1984","1984","Head","1946137","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1985","1985","Head","1942983","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1986","1986","Head","1921404","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1987","1987","Head","1952362","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1988","1988","Head","1983720","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1989","1989","Head","2009343","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1990","1990","Head","2032924","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1991","1991","Head","2035039","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1992","1992","Head","2046367","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1993","1993","Head","1992934","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1994","1994","Head","1987220","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1995","1995","Head","1990110","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1996","1996","Head","1285628","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1997","1997","Head","1294507","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1998","1998","Head","1292412","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","1999","1999","Head","1335771","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","2000","2000","Head","1347855","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","2001","2001","Head","1345656","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","2002","2002","Head","1339161","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","2003","2003","Head","1345389","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","2004","2004","Head","1358419","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","2005","2005","Head","1388665","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","2006","2006","Head","1386015","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","2007","2007","Head","1343279","","Official data"
"QA","Live Animals","21","Brazil","5111","Stocks","1110","Mules","2008","2008","Head","1313563","","Official data"
